#string_protein_id	preferred_name	protein_size	annotation
93061.SAOUHSC_01000	qoxC	201	Cytochrome c oxidase subunit III, putative; Catalyzes quinol oxidation with the concomitant reduction of oxygen to water.
93061.SAOUHSC_01001	qoxB	662	Quinol oxidase, subunit I; Catalyzes quinol oxidation with the concomitant reduction of oxygen to water.
93061.SAOUHSC_01002	qoxA	366	Quinol oxidase AA3, subunit II, putative; Catalyzes quinol oxidation with the concomitant reduction of oxygen to water. Subunit II transfers the electrons from a quinol to the binuclear center of the catalytic subunit I (By similarity).
93061.SAOUHSC_01003	ABD30127.1	40	Hypothetical protein.
93061.SAOUHSC_01005	ABD30128.1	105	Conserved hypothetical protein.
93061.SAOUHSC_01007	folD	286	FolD bifunctional protein, putative; Catalyzes the oxidation of 5,10-methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10- methenyltetrahydrofolate to 10-formyltetrahydrofolate.
93061.SAOUHSC_01008	purE	139	Phosphoribosylaminoimidazole carboxylase, catalytic subunit; Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR).
93061.SAOUHSC_01009	purK	374	Phosphoribosylaminoimidazole carboxylase, ATPase subunit; Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR).
93061.SAOUHSC_01010	purC	234	Phosphoribosylaminoimidazole-succinocarboxamide synthase; Belongs to the SAICAR synthetase family.
93061.SAOUHSC_01011	purS	87	Phosphoribosylformylglycinamidine synthase, PurS protein; Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought [...] 
93061.SAOUHSC_01012	purQ	223	Phosphoribosylformylglycinamidine synthase I; Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist i [...] 
93061.SAOUHSC_01013	purL	729	Phosphoribosylformylglycinamidine synthase II; Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP- dependent manner. PurS interacts with PurQ and PurL and is thought to assist  [...] 
93061.SAOUHSC_01014	purF	494	Amidophosphoribosyltransferase; Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine; In the C-terminal section; belongs to the purine/pyrimidine phosphoribosyltransferase family.
93061.SAOUHSC_01015	purM	342	Phosphoribosylformylglycinamidine cyclo-ligase.
93061.SAOUHSC_01016	purN	188	Phosphoribosylglycinamide formyltransferase, putative; Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate.
93061.SAOUHSC_01017	purH	492	Phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase.
93061.SAOUHSC_01018	purD	415	Phosphoribosylamine-glycine ligase; Belongs to the GARS family.
93061.SAOUHSC_01019	ABD30141.1	268	Conserved hypothetical protein.
93061.SAOUHSC_01021	ABD30142.1	466	Conserved hypothetical protein.
93061.SAOUHSC_01022	ABD30143.1	191	Conserved hypothetical protein.
93061.SAOUHSC_01023	ABD30144.1	39	Hypothetical protein.
93061.SAOUHSC_01024	ABD30145.1	44	Hypothetical protein.
93061.SAOUHSC_01025	ABD30146.1	431	Conserved hypothetical protein.
93061.SAOUHSC_01026	ABD30147.1	390	Conserved hypothetical protein.
93061.SAOUHSC_01027	ABD30148.1	180	Conserved hypothetical protein.
93061.SAOUHSC_01028	ABD30149.1	88	Phosphocarrier protein hpr, putative.
93061.SAOUHSC_01029	ABD30150.1	572	Phosphoenolpyruvate-protein phosphotransferase; General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr).
93061.SAOUHSC_01030	ABD30151.1	77	Conserved hypothetical protein.
93061.SAOUHSC_01031	ABD30152.1	453	Cytochrome d ubiquinol oxidase, subunit I, putative.
93061.SAOUHSC_01032	ABD30153.1	339	Cytochrome d ubiquinol oxidase, subunit II, putative.
93061.SAOUHSC_01034	ABD30154.1	220	Conserved hypothetical protein.
93061.SAOUHSC_01035	rnj1	565	Conserved hypothetical protein; An RNase that has 5'-3' exonuclease and endonuclease activity, with the exonuclease activity probably being most important in vivo. Involved in maturation of 16S rRNA, rnpB (the RNA component of RNase P) maturation and degradation, and mRNA maturation and/or decay. This subunit has the exonuclease activity.
93061.SAOUHSC_01036	ABD30156.1	72	Conserved hypothetical protein; Belongs to the UPF0356 family.
93061.SAOUHSC_01037	ABD30157.1	40	Hypothetical protein.
93061.SAOUHSC_01038	def	183	Polypeptide deformylase; Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions.
93061.SAOUHSC_01039	ABD30159.1	208	Conserved hypothetical protein.
93061.SAOUHSC_01040	pdhA	370	Pyruvate dehydrogenase complex, E1 component, alpha subunit, putative; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2). It contains multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3).
93061.SAOUHSC_01041	ABD30161.1	325	Pyruvate dehydrogenase complex, E1 component, pyruvate dehydrogenase beta subunit, putative.
93061.SAOUHSC_01042	ABD30162.1	430	Dihydrolipoamide S-acetyltransferase component of pyruvate dehydrogenase complex E2, putative.
93061.SAOUHSC_01043	ABD30163.1	468	Dihydrolipoamide dehydrogenase.
93061.SAOUHSC_01044	ABD30164.1	91	Conserved hypothetical protein; Belongs to the UPF0223 family.
93061.SAOUHSC_01045	ABD30165.1	179	Conserved hypothetical protein.
93061.SAOUHSC_01046	potA	364	ABC transporter domain protein; Part of the ABC transporter complex PotABCD involved in spermidine/putrescine import. Responsible for energy coupling to the transport system; Belongs to the ABC transporter superfamily. Spermidine/putrescine importer (TC 3.A.1.11.1) family.
93061.SAOUHSC_01047	ABD30167.1	265	Spermidine/putrescine ABC transporter, permease protein, putative.
93061.SAOUHSC_01048	ABD30168.1	269	Spermidine/putrescine ABC transporter, permease protein, putative.
93061.SAOUHSC_01049	ABD30169.1	357	Spermidine/putrescine ABC transporter, spermidine/putrescine-binding protein, putative.
93061.SAOUHSC_01050	ABD30170.1	339	Conserved hypothetical protein.
93061.SAOUHSC_01051	ABD30171.1	139	Conserved hypothetical protein.
93061.SAOUHSC_01053	mntH	450	Conserved hypothetical protein; H(+)-stimulated, divalent metal cation uptake system. Belongs to the NRAMP family.
93061.SAOUHSC_01054	ABD30173.1	204	Conserved hypothetical protein; Belongs to the UPF0637 family.
93061.SAOUHSC_01055	ABD30174.1	275	Inositol monophosphatase family protein, putative.
93061.SAOUHSC_01057	ABD30175.1	95	Hypothetical protein.
93061.SAOUHSC_01058	ABD30176.1	615	GTP-binding protein TypA, putative.
93061.SAOUHSC_01060	ABD30177.1	55	Conserved hypothetical protein.
93061.SAOUHSC_01061	ABD30178.1	160	Conserved hypothetical protein.
93061.SAOUHSC_01062	ABD30179.1	91	Conserved hypothetical protein; Belongs to the UPF0358 family.
93061.SAOUHSC_01063	ABD30180.1	408	Conserved hypothetical protein; Belongs to the SEDS family.
93061.SAOUHSC_01064	ABD30181.1	1150	Pyruvate carboxylase; Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second.
93061.SAOUHSC_01065	ctaA	356	Heme A synthase, putative; Catalyzes the oxidation of the C8 methyl side group on heme O porphyrin ring into a formyl group; Belongs to the COX15/CtaA family. Type 1 subfamily.
93061.SAOUHSC_01066	ctaB	303	Protoheme IX farnesyltransferase; Converts heme B (protoheme IX) to heme O by substitution of the vinyl group on carbon 2 of heme B porphyrin ring with a hydroxyethyl farnesyl side group; Belongs to the UbiA prenyltransferase family. Protoheme IX farnesyltransferase subfamily.
93061.SAOUHSC_01067	ABD30184.1	153	Conserved hypothetical protein.
93061.SAOUHSC_01068	ABD30185.1	67	Conserved hypothetical protein.
93061.SAOUHSC_01069	ABD30186.1	273	Conserved hypothetical protein.
93061.SAOUHSC_01070	ABD30187.1	144	Conserved hypothetical protein; Belongs to the UPF0342 family.
93061.SAOUHSC_01071	ABD30188.1	308	Glycerophosphoryl diester phosphodiesterase, putative.
93061.SAOUHSC_01072	ABD30189.1	84	Conserved hypothetical protein.
93061.SAOUHSC_01073	ABD30190.1	129	Conserved hypothetical protein.
93061.SAOUHSC_01074	ABD30191.1	156	Conserved hypothetical protein.
93061.SAOUHSC_01075	coaD	160	Pantetheine-phosphate adenylyltransferase; Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate. Belongs to the bacterial CoaD family.
93061.SAOUHSC_01076	tmcAL	379	Conserved hypothetical protein; Catalyzes the formation of N(4)-acetylcytidine (ac(4)C) at the wobble position of elongator tRNA(Met), using acetate and ATP as substrates. First activates an acetate ion to form acetyladenylate (Ac- AMP) and then transfers the acetyl group to tRNA to form ac(4)C34.
93061.SAOUHSC_01077	ABD30194.1	185	Conserved hypothetical protein.
93061.SAOUHSC_01078	rpmF	43	Ribosomal protein L32; Belongs to the bacterial ribosomal protein bL32 family.
93061.SAOUHSC_01079	isdB	645	Neurofilament protein; Cell wall-anchored surface receptor that extracts heme from oxidized metHb to enable growth on hemoglobin as a sole iron source. Rapidly extracts heme from hemoglobin and transfers it to IsdA or IsdC, which then relays it to the membrane transporter/IsdEF for internalization. Promotes also resistance to hydrogen peroxide and killing by neutrophils; Belongs to the IsdB family.
93061.SAOUHSC_01081	isdA	350	Conserved hypothetical protein; Cell wall-anchored surface receptor that participates in the extraction of heme from oxidized methemoglobin/metHb to enable growth on hemoglobin as a sole iron source (By similarity). Receives heme from IsdB and transfers it to IsdC (By similarity). Plays also a role in the inhibition of host immune response. Protects S.aureus against the bactericidal protease activity of apolactoferrin. Enhances bacterial cellular hydrophobicity, which renders S.aureus resistant to bactericidal human skin fatty acids as well as to beta-defensins and cathelicidin. Also b [...] 
93061.SAOUHSC_01082	isdC	227	Conserved hypothetical protein; Involved in heme (porphyrin) scavenging. Binds hemoglobin and almost exclusively free-base protoporphyrin IX. Probably has a role as the central conduit of the isd heme uptake system, i.e. mediates the transfer of the iron-containing nutrient from IsdABH to the membrane translocation system IsdDEF. Hemin-free IsdC (apo-IsdC) acquires hemin from hemin-containing IsdA (holo-IsdA) probably through the activated holo-IsdA-apo-IsdC complex and due to the higher affinity of apo-IsdC for the cofactor. The reaction is reversible (By similarity).
93061.SAOUHSC_01084	ABD30199.1	358	Conserved hypothetical protein.
93061.SAOUHSC_01085	isdE	282	Conserved hypothetical protein; Involved in heme (porphyrin) scavenging. Binds Fe(2+) and Fe(3+) heme but the largest fraction is Fe(2+) heme. Functions as a high-affinity heme binding protein and probably has a role in relaying heme-iron from cell wall-anchored isd proteins receptors to the probable permease IsdF; Belongs to the bacterial solute-binding protein 8 family.
93061.SAOUHSC_01086	isdF	258	Iron compound ABC transporter, permease protein, putative; Part of the binding-protein-dependent transport system for heme-iron. Responsible for the translocation of the substrate across the membrane (Probable).
93061.SAOUHSC_01087	ABD30202.1	97	Iron compound ABC transporter, permease protein; Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily.
93061.SAOUHSC_01088	srtB	244	Conserved hypothetical protein; Transpeptidase that anchors surface proteins to the cell wall  (Probable). Recognizes and modifies its substrate by proteolytic cleavage of a C- terminal sorting signal. Following cleavage, a covalent intermediate is formed via a thioester bond between the sortase and its substrate, which is then transferred and covalently attached to the cell wall (Probable). This sortase recognizes an Asn-Pro-Gln- Thr-Asn (NPQTN) motif in IsdC, which is cleaved by the sortase between the threonine and aspargine residues; may only have 1 substrate in this bacterium (Pro [...] 
93061.SAOUHSC_01089	isdG	107	Conserved hypothetical protein; Allows bacterial pathogens to use the host heme as an iron source. Catalyzes the oxidative degradation of the heme macrocyclic porphyrin ring to the oxo-bilirubin chromophore staphylobilin (a mixture of the linear tetrapyrroles 5-oxo-delta-bilirubin and 15-oxo- beta-bilirubin) in the presence of a suitable electron donor such as ascorbate or NADPH--cytochrome P450 reductase, with subsequent release of free iron; Belongs to the antibiotic biosynthesis monooxygenase family. Heme-degrading monooxygenase IsdG subfamily.
93061.SAOUHSC_01090	ABD30205.1	35	Conserved hypothetical protein.
93061.SAOUHSC_01091	ABD30206.1	246	Conserved hypothetical protein; Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family.
93061.SAOUHSC_01092	pheS	352	phenylalanyl-tRNA synthetase, alpha subunit; Belongs to the class-II aminoacyl-tRNA synthetase family. Phe-tRNA synthetase alpha subunit type 1 subfamily.
93061.SAOUHSC_01093	pheT	800	phenylalanyl-tRNA synthetase, beta subunit; Belongs to the phenylalanyl-tRNA synthetase beta subunit family. Type 1 subfamily.
93061.SAOUHSC_01095	rnhC	312	Ribonuclease HIII; Endonuclease that specifically degrades the RNA of RNA-DNA hybrids; Belongs to the RNase HII family. RnhC subfamily.
93061.SAOUHSC_01096	ABD30210.1	86	Conserved hypothetical protein; Activator of cell division through the inhibition of FtsZ GTPase activity, therefore promoting FtsZ assembly into bundles of protofilaments necessary for the formation of the division Z ring. It is recruited early at mid-cell but it is not essential for cell division.
